F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_07_534.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_07_534.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_07_534.jpg, 0, 0, 0, 7.929507E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_07_654.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_07_654.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_07_654.jpg, 0, 0, 0, 7.879196E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_07_758.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_07_758.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_07_758.jpg, 0, 0, 0, 7.833147E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_07_859.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_07_859.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_07_859.jpg, 0, 0, 0, 7.819118E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_07_962.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_07_962.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_07_962.jpg, 0, 0, 0, 7.837531E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_067.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_067.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_067.jpg, 0, 0, 0, 8.006452E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_167.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_167.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_167.jpg, 0, 0, 0, 7.849132E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_269.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_269.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_269.jpg, 0, 0, 0, 8.040241E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_370.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_370.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_370.jpg, 0, 0, 0, 7.862052E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_470.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_470.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_470.jpg, 0, 0, 0, 7.851395E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_576.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_576.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_576.jpg, 0, 0, 0, 7.914243E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_680.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_680.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_680.jpg, 0, 0, 0, 7.807749E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_785.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_785.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_785.jpg, 0, 0, 0, 7.770828E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_889.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_889.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_889.jpg, 0, 0, 0, 7.825236E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_08_990.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_08_990.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_08_990.jpg, 0, 0, 0, 7.813385E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_093.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_093.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_093.jpg, 0, 0, 0, 8.080869E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_199.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_199.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_199.jpg, 0, 0, 0, 7.882853E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_306.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_306.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_306.jpg, 0, 0, 0, 8.153349E-05
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_409.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_409.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_409.jpg, 0, 0.2830682, 0, 0.245814
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_514.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_514.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_514.jpg, 0, 0.6212726, 0, 0.913307
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_620.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_620.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_620.jpg, -0.2988417, 0.9201143, 0, 1.854932
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_722.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_722.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_722.jpg, -0.3755873, 1, 0, 3.009751
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_826.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_826.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_826.jpg, -0.07692468, 1, 0, 4.187309
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_09_927.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_09_927.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_09_927.jpg, 0, 1, 0, 5.348957
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_028.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_028.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_028.jpg, 0, 1, 0, 6.501618
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_136.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_136.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_136.jpg, -0.07459006, 1, 0, 7.869037
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_239.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_239.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_239.jpg, -0.3672492, 1, 0, 8.9568
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_380.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_380.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_380.jpg, 0, 1, 0, 10.50344
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_482.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_482.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_482.jpg, 0, 1, 0, 11.70394
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_588.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_588.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_588.jpg, -0.2914335, 1, 0, 12.60356
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_696.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_696.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_696.jpg, -0.3506114, 1, 0, 13.76908
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_801.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_801.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_801.jpg, -0.03484773, 1, 0, 14.93597
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_10_903.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_10_903.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_10_903.jpg, -0.3239331, 1, 0, 15.92231
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_008.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_008.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_008.jpg, -0.6135021, 1, 0, 16.91266
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_111.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_111.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_111.jpg, -0.3051884, 1, 0, 17.90707
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_213.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_213.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_213.jpg, -0.01226989, 1, 0, 18.97907
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_316.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_316.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_316.jpg, -0.07959339, 1, 0, 20.18465
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_434.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_434.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_434.jpg, 0, 1, 0, 21.3842
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_539.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_539.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_539.jpg, 0, 1, 0, 22.36286
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_643.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_643.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_643.jpg, 0, 1, 0, 23.35431
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_746.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_746.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_746.jpg, -0.3130327, 1, 0, 24.26404
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_851.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_851.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_851.jpg, -0.5556959, 1, 0, 25.03176
F:\simulator-windows-64\Data\IMG\center_2018_11_22_17_34_11_956.jpg, F:\simulator-windows-64\Data\IMG\left_2018_11_22_17_34_11_956.jpg, F:\simulator-windows-64\Data\IMG\right_2018_11_22_17_34_11_956.jpg, -0.2079219, 1, 0, 26.17877
